ID,Season,Display Season,Team,Franchise,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,LO,SF,SH,GO,GIDP,GITP,SB,CS,1RHR,2RHR,3RHR,4RHR,H,PA,AB,TB,G_list,G,R,RBI,Total Diff,Total Plays,RE24,WPA,WAR,0 Diffs,500 Diffs,Last Team,Last Session,nH,nTB,nBB,nFO,nSH,nPA,nAB,SF value,nSF,lgnH,lgnBB,lgnPA,lgnAB,lgnTB,lgnOBP,lgnSLG,BA,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,K%,BB%,GB%,FB%,GB/FB,nOBP,nSLG,Avg Diff,Name,Batting Type,Pitching Type,Handedness,Position,OPS+
2,5,S5,COL,COL,1,1,1,2,3,0,6,10,0,0,2,0,0,1,0,2,0,0,0,1,0,1,0,0,5,26,22,11,"{5057, 5030, 5165, 5070, 5105, 5015, 5239, 5115, 5149}",9,3,4,6285.0,27,-1.5277710763183907,0.2699,-0.0481684806898861,0,0,COL,16,6,12,2,6,0,26,23.630674166204543,0.0615543056325754,0.3693258337954527,2885,1213,12143,10789.15170720114,5957,0.3374783826072634,0.5521286716196644,0.2272727272727272,0.3076923076923077,0.5,0.8076923076923077,0.2727272727272727,0.3333333333333333,0.0,0.0384615384615384,0.3846153846153846,0.1153846153846153,0.25,0.75,0.3333333333333333,0.3076923076923077,0.5078145428944987,232.77777777777777,Vinny Vedecci,BP,,Left,1B,83.14788000632261
2,6,S6,COL,COL,2,0,0,1,3,1,9,4,0,2,4,6,0,0,0,10,1,0,0,0,1,1,0,0,3,31,28,9,"{6208, 6050, 6117, 6184, 6153, 6221, 6030, 6064, 6034, 6130, 6228, 6011, 6079}",13,3,3,9059.0,30,-3.299001450573239,-0.2965,-0.2106935996531217,0,0,COL,16,3,9,3,7,0,31,27.55884973673552,0.0630214661806399,0.4411502632644795,2710,1017,11835,10687.708707978938,5609,0.3149133924799324,0.5248084648688625,0.1071428571428571,0.1935483870967742,0.3214285714285714,0.5149769585253456,0.2142857142857143,0.0454545454545454,,0.064516129032258,0.1290322580645161,0.0967741935483871,0.4761904761904761,0.4285714285714285,1.1111111111111112,0.1935483870967742,0.3265738623337076,301.96666666666664,Vinny Vedecci,BP,,Left,1B,23.68807822932308
2,7,S7,COL,COL,1,0,1,1,1,0,3,1,0,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,14,13,7,"{7104, 7208, 7068, 7019, 7228, 7055, 7164, 7134}",8,3,1,3837.0,14,-0.6447761853216437,0.0625,-0.008761168703404,0,1,COL,16,3,7,1,3,0,14,12.812894353664456,0.0623685487785148,0.1871056463355444,2950,1100,11984,10748.82001294289,5981,0.3379506008010681,0.556433170599019,0.2307692307692307,0.2857142857142857,0.5384615384615384,0.8241758241758241,0.3076923076923076,0.1818181818181818,,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.5463246481852102,274.07142857142856,Lays Nootdoot,S,,Left,1B,82.7265456394118
3,1,S1,ARI,ARI,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,{1008},1,0,1,362.0,2,0.5590838509316771,0.0907,0.0626311373504152,0,0,ARI,2,1,1,0,0,0,2,2.0,0.0469112865768694,0.0,552,170,2115,1924.7343241987924,972,0.341371158392435,0.505004762360963,0.5,0.5,0.5,1.0,0.0,1.0,,0.0,0.5,0.0,,,,0.5,0.5,181.0,Syd Kidd,BC,BB-B,Left,P,145.4771113384979
3,2,S2,ARI,ARI,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,{2065},1,0,0,575.0,2,-0.5518041182467822,-0.0557,-0.0474350505704432,0,0,ARI,6,0,0,1,0,0,2,1.0,0.0567139282735613,0.0,2495,830,9421,8478.276063386154,4466,0.3529349325973888,0.5267580303602801,0.0,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,0.5,1.0,0.0,inf,0.5,0.0,287.5,Syd Kidd,BC,BB-B,Left,P,41.66917293233081
3,3,S3,ARI,ARI,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,2,"{3028, 3023}",2,0,0,808.0,3,-0.0163923224370325,-0.0137999999999999,0.0100350934529632,0,0,ARI,3,1,2,0,0,0,3,3.0,0.049496644295302,0.0,2105,910,9214,8223.221476510067,4313,0.3272194486650749,0.524490312260255,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.5,,0.0,0.3333333333333333,0.0,1.0,0.0,inf,0.3333333333333333,0.6666666666666666,269.3333333333333,Syd Kidd,BN,EG-B,Left,P,128.97596286633836
3,5,S5,KCR,KCR,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"{5036, 5111}",2,1,0,498.0,2,-0.5442128668966026,-0.0443,-0.0466724995087748,0,0,KCR,8,0,0,1,0,0,2,1.0,0.0615543056325754,0.0,2885,1213,12143,10789.15170720114,5957,0.3374783826072634,0.5521286716196644,0.0,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,,0.5,0.0,249.0,Syd Kidd,BN,EG-B,Left,P,48.15763787213277
3,6,S6,KCR,KCR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,{6155},1,0,2,29.0,1,1.870431893687708,0.3834,0.1908885618011643,0,0,KCR,11,1,2,0,0,0,1,1.0,0.0630214661806399,0.0,2710,1017,11835,10687.708707978938,5609,0.3149133924799324,0.5248084648688625,1.0,1.0,2.0,3.0,1.0,1.0,,0.0,0.0,0.0,,,,1.0,2.0,29.0,Syd Kidd,P,EG-B,Left,P,598.6390395197636
3,7,S7,KCR,KCR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,{7204},1,0,0,490.0,1,-0.2432874189605877,-0.0092,-0.0203489954797187,0,0,KCR,14,0,0,0,0,0,1,1.0,0.0623685487785148,0.0,2950,1100,11984,10748.82001294289,5981,0.3379506008010681,0.556433170599019,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,inf,0.0,0.0,490.0,Syd Kidd,P,EG-B,Left,P,-100.0
4,1,S1,MIN,MIN (S1-2),0,0,2,0,1,0,3,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,11,10,4,"{1030, 1034, 1037, 1014, 1022}",5,2,0,2646.0,11,0.4585675441823155,-0.1106999999999999,0.0828318918330928,0,0,MIN (S1-2),7,2,4,1,3,0,11,9.859266140269392,0.0469112865768694,0.1407338597306084,552,170,2115,1924.7343241987924,972,0.341371158392435,0.505004762360963,0.2,0.2727272727272727,0.4,0.6727272727272727,0.2,0.3333333333333333,,0.0,0.3636363636363636,0.0909090909090909,0.25,0.75,0.3333333333333333,0.2727272727272727,0.4057097093324539,240.54545454545453,Tater Tits,BP,,Right,CF,60.22951361771982
4,2,S2,MIN,MIN (S1-2),3,0,0,3,0,0,3,7,0,0,3,1,0,0,0,4,0,0,1,1,0,2,0,1,6,20,20,15,"{2019, 2091, 2061, 2030, 2035, 2100, 2009, 2079, 2111}",9,4,8,5597.0,22,0.5683388760624369,-0.3357,0.1420328614028281,0,0,MIN (S1-2),11,6,15,0,3,0,20,19.82985821517932,0.0567139282735613,0.1701417848206839,2495,830,9421,8478.276063386154,4466,0.3529349325973888,0.5267580303602801,0.3,0.3,0.75,1.05,0.45,0.3,0.5,0.15,0.35,0.0,0.5714285714285714,0.4285714285714285,1.3333333333333333,0.3,0.7564350605652759,254.4090909090909,Pete Wheeler,BC,,Left,CF,128.60350258377454
4,5,S5,ARI,ARI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,{5072},1,0,0,415.0,1,-0.3929742873402658,-0.0885,-0.0354230351435838,0,0,TBR,5,0,0,0,0,0,1,1.0,0.0615543056325754,0.0,2885,1213,12143,10789.15170720114,5957,0.3374783826072634,0.5521286716196644,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,inf,0.0,0.0,415.0,Chip Otle,MH,BS-H,Left,P,-100.0
4,5,S5,TBR,TBR,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,"{5228, 5197}",2,0,0,1437.0,4,-1.2226593807238968,-0.1161,-0.1067683637106188,0,0,TBR,16,0,0,0,0,0,4,4.0,0.0615543056325754,0.0,2885,1213,12143,10789.15170720114,5957,0.3374783826072634,0.5521286716196644,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,inf,0.0,0.0,359.25,Chip Otle,MH,BS-H,Left,P,-100.0
4,6,S6,TBR,TBR,2,1,4,2,5,0,3,12,0,3,2,2,0,0,0,4,1,0,0,0,2,0,0,0,9,36,31,21,"{6080, 6052, 6120, 6191, 6127, 6097, 6004, 6165, 6230, 6041, 6203, 6172, 6143}",13,6,5,7984.0,36,1.0528874364795269,-0.0491999999999999,0.2437221512141228,0,0,TBR,16,9,22,5,3,0,36,30.81093560145808,0.0630214661806399,0.1890643985419198,2710,1017,11835,10687.708707978938,5609,0.3149133924799324,0.5248084648688625,0.2903225806451613,0.3888888888888889,0.6774193548387096,1.0663082437275986,0.3870967741935483,0.4117647058823529,,0.0555555555555555,0.3333333333333333,0.1388888888888889,0.4,0.3,1.3333333333333337,0.3888888888888888,0.7140321957298461,221.77777777777777,Tater Tits,TT,,Left,C,159.5465128111222
5,1,S1,ATL,ATL,0,0,1,2,2,0,2,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,3,19,17,4,"{1028, 1031, 1001, 1037, 1009, 1016, 1021}",7,3,0,5596.0,19,-1.460403731411791,-0.2491,-0.0821742266973278,0,0,ATL,7,3,4,2,2,0,19,16.906177426846263,0.0469112865768694,0.0938225731537389,552,170,2115,1924.7343241987924,972,0.341371158392435,0.505004762360963,0.1764705882352941,0.2631578947368421,0.2352941176470588,0.4984520123839009,0.0588235294117646,0.2727272727272727,,0.0,0.3157894736842105,0.1052631578947368,0.75,0.25,3.0,0.2631578947368421,0.2365999065908403,294.5263157894737,Y.E. Wally,BP,,Right,C,23.939521692347764
5,2,S2,MTL,ATL,1,0,2,3,1,0,7,7,0,0,1,4,0,0,0,5,1,0,0,0,0,1,0,0,6,26,25,11,"{2018, 2180, 2053, 2118, 2123, 2155, 2190, 2096, 2109, 2041, 2141}",11,2,2,6629.0,26,-0.5368759632016169,-0.1998,0.0470020999848926,0,0,ATL,18,6,11,1,7,0,26,24.603002502085072,0.0567139282735613,0.3969974979149291,2495,830,9421,8478.276063386154,4466,0.3529349325973888,0.5267580303602801,0.24,0.2692307692307692,0.44,0.7092307692307692,0.2,0.2941176470588235,,0.0384615384615384,0.2692307692307692,0.0384615384615384,0.4166666666666667,0.5833333333333334,0.7142857142857143,0.2692307692307692,0.4470999016915827,254.96153846153845,Y.E. Wally,BP,POS,Right,C,61.1610630231973
5,3,S3,ARI,ARI,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,4,3,"{3155, 3028, 3047}",3,0,0,808.0,4,-0.5780065462992293,-0.1493,-0.0383434451354788,0,0,ARI,13,2,3,0,1,0,4,3.950503355704698,0.049496644295302,0.049496644295302,2105,910,9214,8223.221476510067,4313,0.3272194486650749,0.524490312260255,0.5,0.5,0.75,1.25,0.25,0.6666666666666666,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.5,0.7593968995540454,202.0,Y.E. Wally,TT,WC-H,Right,P,197.5902465739782
5,7,S7,BAL,BAL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,{7149},1,0,0,407.0,1,-0.1739846322722283,-0.0113999999999999,-0.0134187168108828,0,0,BAL,10,0,0,0,0,0,1,1.0,0.0623685487785148,0.0,2950,1100,11984,10748.82001294289,5981,0.3379506008010681,0.556433170599019,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,inf,0.0,0.0,407.0,Y.E. Wally,P,WC-H,Right,P,-100.0
6,2,S2,ARI,ARI,0,0,0,1,1,0,3,2,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,0,1,10,9,1,"{2178, 2129, 2162, 2132, 2109}",5,0,0,3094.0,10,-2.410425325670893,-0.1836999999999999,-0.2023157262959145,0,0,ARI,17,1,1,1,3,0,10,8.829858215179316,0.0567139282735613,0.1701417848206839,2495,830,9421,8478.276063386154,4466,0.3529349325973888,0.5267580303602801,0.1111111111111111,0.2,0.1111111111111111,0.3111111111111111,0.0,0.1428571428571428,,0.0,0.2,0.1,0.5,0.5,1.0,0.2,0.1132521016340795,309.4,Xavier Quinn Jr.,BC,,Right,C,-21.832496917251444
6,2,S2,CLE,CIN,0,0,0,1,1,0,0,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,9,8,1,"{2056, 2034, 2051, 2088}",4,0,0,2579.0,9,-2.2912235228198528,-0.0607,-0.1942682266379279,0,0,ARI,8,1,1,1,0,0,9,8.0,0.0567139282735613,0.0,2495,830,9421,8478.276063386154,4466,0.3529349325973888,0.5267580303602801,0.125,0.2222222222222222,0.125,0.3472222222222222,0.0,0.3333333333333333,,0.0,0.5555555555555556,0.1111111111111111,0.5,0.0,inf,0.2222222222222222,0.125,286.55555555555554,Xavier Quinn Jr.,BC,,Right,C,-13.305862506988609
6,3,S3,ARI,ARI,0,0,0,2,6,1,3,6,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,2,19,12,2,"{3047, 3082, 3023, 3028, 3093, 3062, 3128, 3097}",8,3,1,3836.0,16,-1.1248685154321765,-0.2039,-0.0385494554643299,0,0,ARI,11,2,2,3,6,0,19,15.703020134228188,0.049496644295302,0.296979865771812,2105,910,9214,8223.221476510067,4313,0.3272194486650749,0.524490312260255,0.1666666666666666,0.4210526315789473,0.1666666666666666,0.587719298245614,0.0,0.2857142857142857,,0.0,0.3157894736842105,0.3157894736842105,0.4,0.6,0.6666666666666667,0.263157894736842,0.1273640346190832,239.75,Xavier Quinn Jr.,BP,,Right,C,4.705840412406381
6,4,S4,ATL,ATL,1,0,2,1,0,0,4,7,2,1,3,4,0,1,0,7,0,0,0,0,1,0,0,0,4,23,22,9,"{4129, 4099, 4235, 4204, 4175, 4114, 4085, 4217, 4189, 4159}",10,2,3,5892.0,21,-1.955441644585388,-0.3159729999999999,-0.1104086364300528,0,0,ATL,16,4,7,0,4,0,23,22.78001803130891,0.0549954921727727,0.2199819686910909,2682,1209,11823,10481.16941234325,5401,0.3291042882517128,0.5153050950249368,0.1818181818181818,0.1739130434782608,0.4090909090909091,0.5830039525691699,0.2272727272727273,0.2,,0.0434782608695652,0.3043478260869565,0.0,0.5833333333333334,0.3333333333333333,1.7500000000000002,0.1739130434782608,0.3072868507118468,280.57142857142856,Xavier Quinn Jr.,BP,,Right,C,12.476379139450966
6,5,S5,ATL,ATL,2,1,1,2,2,0,6,7,0,1,1,1,0,1,0,2,0,0,0,0,2,0,0,0,6,24,21,15,"{5120, 5027, 5069, 5101, 5041, 5235, 5206, 5145, 5086, 5177}",10,5,7,5293.0,24,2.7485630574582065,0.4509000000000001,0.3678417519164455,0,0,ATL,16,6,16,3,5,0,24,20.69222847183712,0.0615543056325754,0.3077715281628773,2885,1213,12143,10789.15170720114,5957,0.3374783826072634,0.5521286716196644,0.2857142857142857,0.3333333333333333,0.7142857142857143,1.0476190476190477,0.4285714285714286,0.3076923076923077,,0.0833333333333333,0.2916666666666667,0.0833333333333333,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.375,0.7732371610808658,220.54166666666663,Xavier Quinn Jr.,BP,,Right,C,151.1647792945979
6,6,S6,TEX,TEX,0,0,4,0,3,0,7,4,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,21,18,8,"{6114, 6217, 6191, 6160, 6133, 6102, 6199, 6234, 6175}",9,4,0,4284.0,20,-0.972192019972123,-0.1754,-0.0164663809169464,0,0,TEX,16,4,8,3,6,0,21,17.62187120291616,0.0630214661806399,0.3781287970838396,2710,1017,11835,10687.708707978938,5609,0.3149133924799324,0.5248084648688625,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.7777777777777777,0.2222222222222222,0.2857142857142857,,0.0,0.1904761904761904,0.1428571428571428,0.2,0.7,0.2857142857142857,0.3333333333333333,0.4539813001627272,214.2,Xavier Quinn Jr.,BP,,Right,C,92.35339630196708
7,3,S3,ARI,ARI,0,1,2,2,3,0,4,5,0,0,1,3,0,1,0,4,1,0,0,0,0,0,0,0,5,21,17,9,"{3137, 3082, 3114, 3185, 3157, 3062, 3097}",7,3,3,5376.0,21,0.6690371943392248,0.1571,0.1486239993105878,0,0,ARI,16,3,6,4,5,0,21,16.75251677852349,0.049496644295302,0.24748322147651,2105,910,9214,8223.221476510067,4313,0.3272194486650749,0.524490312260255,0.2941176470588235,0.3809523809523809,0.5294117647058824,0.9103641456582632,0.2352941176470588,0.3846153846153846,,0.0,0.238095238095238,0.1428571428571428,0.5,0.5,1.0,0.3333333333333333,0.358155140467725,256.0,Tony McGooch,S,,Right,2B,70.15475702376857
7,4,S4,ARI,ARI,0,0,0,1,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,6,1,"{4027, 4037, 4013}",3,0,0,1700.0,6,-1.0061102398828008,-0.1427,-0.0784017558069359,0,0,MIN,3,1,1,1,1,0,6,4.945004507827227,0.0549954921727727,0.0549954921727727,2682,1209,11823,10481.16941234325,5401,0.3291042882517128,0.5153050950249368,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.2,,0.0,0.1666666666666666,0.0,0.25,0.5,0.5,0.3333333333333333,0.2022242848145324,283.3333333333333,Tony McGooch,S,,Right,2B,40.52861952749205
7,4,S4,MIN,MIN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,{4142},1,0,0,390.0,1,-0.2919151469755024,-0.0349,-0.0254899700006595,0,0,MIN,10,0,0,0,0,0,1,1.0,0.0549954921727727,0.0,2682,1209,11823,10481.16941234325,5401,0.3291042882517128,0.5153050950249368,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,,,,0.0,0.0,390.0,Tony McGooch,S,,Right,2B,-100.0
8,1,S1,ARI,ARI,1,0,5,0,3,0,2,3,1,0,0,5,0,0,0,5,2,0,0,0,1,0,0,0,6,19,16,14,"{1030, 1032, 1003, 1008, 1040, 1014, 1023}",7,7,4,4071.0,18,1.5417056463363858,-0.2634999999999999,0.2180367110774898,0,0,ARI,7,6,14,3,2,0,19,15.90617742684626,0.0469112865768694,0.0938225731537389,552,170,2115,1924.7343241987924,972,0.341371158392435,0.505004762360963,0.375,0.4736842105263157,0.875,1.3486842105263157,0.5,0.4166666666666667,,0.0526315789473684,0.1578947368421052,0.1578947368421052,0.7142857142857143,0.2857142857142857,2.5,0.4736842105263157,0.8801611867079367,226.16666666666663,Will Power,BN,,Right,2B,213.0469946545176
8,2,S2,ARI,ARI,1,0,2,7,0,0,4,6,1,2,2,1,0,0,0,3,1,0,1,0,0,1,0,0,10,25,25,15,"{2178, 2147, 2083, 2054, 2120, 2153, 2028, 2065, 2129, 2036, 2071, 2008, 2109, 2015}",14,3,2,5939.0,25,0.7885142070510611,0.0126999999999999,0.1795411170101605,0,1,ARI,17,10,15,0,4,0,25,24.773144286905755,0.0567139282735613,0.2268557130942452,2495,830,9421,8478.276063386154,4466,0.3529349325973888,0.5267580303602801,0.4,0.4,0.6,1.0,0.1999999999999999,0.5,1.0,0.04,0.24,0.0,0.3333333333333333,0.4444444444444444,0.75,0.4,0.6054943945056055,237.56,Will Power,BN,,Right,2B,128.2826879081434
