Hitter,Hitter ID,Swing,Pitcher,Pitcher ID,Pitch,Old Result,Diff,Inning,Outs,OBC,Home Score,Away Score,Batter WPA,Pitcher WPA,RBI,Run,Inning ID,Game ID,Session,Batter Team,Pitcher Team,Exact Result,Result at Neutral,Result All Neutral
A.Z. Chapman,14.0,,Moe Lester,19.0,,Auto K,,T5,0,1,,,,,0,0,130,14,4,LAN,BER,,,
Babatunde Oladotun,386.0,1.0,Moe Lester,19.0,784.0,FO,217,T5,1,1,,,,,0,0,130,14,4,LAN,BER,,,
John Johnson Jr.,91.0,,Moe Lester,19.0,,Auto BB,,T5,2,1,,,,,0,0,130,14,4,LAN,BER,,,
Doug Quail,388.0,123.0,Pickle Rick,150.0,613.0,LGO,490,T5,2,4,,,,,0,0,130,14,4,LAN,BER,,,
Nikolas Romero,157.0,999.0,Master Cashier,93.0,101.0,1B,102,B5,0,0,,,,,0,0,131,14,4,BER,LAN,,,
Sam Smith,158.0,276.0,Master Cashier,93.0,752.0,DP,476,B5,0,1,,,,,0,0,131,14,4,BER,LAN,,,
Sam Wood,108.0,612.0,Master Cashier,93.0,554.0,2B,58,B5,2,0,,,,,0,0,131,14,4,BER,LAN,,,
Niko Banks,430.0,343.0,Master Cashier,93.0,7.0,K,336,B5,2,2,,,,,0,0,131,14,4,BER,LAN,,,
Niklas Sheely,214.0,,Ethyn Williams,229.0,,Auto K,,T1,0,0,,,,,0,0,132,15,4,FTP,SCB,,,
Supreme Asslord,363.0,222.0,Ethyn Williams,229.0,723.0,LGO,499,T1,1,0,,,,,0,0,132,15,4,FTP,SCB,,,
Jeff Dingerhitter,298.0,645.0,Ethyn Williams,229.0,111.0,LGO,466,T1,2,0,,,,,0,0,132,15,4,FTP,SCB,,,
Ethyn Williams,229.0,,Filib Al'Anhar JR.,352.0,,Auto BB,,B1,0,0,,,,,0,0,133,15,4,SCB,FTP,,,
Cue Anon,381.0,17.0,Filib Al'Anhar JR.,352.0,497.0,DP,480,B1,0,1,,,,,0,0,133,15,4,SCB,FTP,,,
Caleb Athen,325.0,720.0,Filib Al'Anhar JR.,352.0,896.0,FO,176,B1,2,0,,,,,0,0,133,15,4,SCB,FTP,,,
Chuck McCluster,296.0,5.0,Ethyn Williams,229.0,658.0,K,347,T2,0,0,,,,,0,0,134,15,4,FTP,SCB,,,
Dwayne Stevenson,334.0,,Ethyn Williams,229.0,,Auto K,,T2,1,0,,,,,0,0,134,15,4,FTP,SCB,,,
Charlie Bae Jr.,293.0,250.0,Ethyn Williams,229.0,821.0,RGO,429,T2,2,0,,,,,0,0,134,15,4,FTP,SCB,,,
Hank Murphy,76.0,195.0,Filib Al'Anhar JR.,352.0,803.0,RGO,392,B2,0,0,,,,,0,0,135,15,4,SCB,FTP,,,
Kevin Arianna,113.0,171.0,Filib Al'Anhar JR.,352.0,842.0,K,329,B2,1,0,,,,,0,0,135,15,4,SCB,FTP,,,
J.J. Guemes,207.0,195.0,Filib Al'Anhar JR.,352.0,657.0,LGO,462,B2,2,0,,,,,0,0,135,15,4,SCB,FTP,,,
Sylvester Cinnamon,322.0,224.0,Ethyn Williams,229.0,764.0,LGO,460,T3,0,0,,,,,0,0,136,15,4,FTP,SCB,,,
Filib Al'Anhar JR.,352.0,98.0,Ethyn Williams,229.0,200.0,1B,102,T3,1,0,,,,,0,1,136,15,4,FTP,SCB,,,
Caleb Aiken,324.0,964.0,Ethyn Williams,229.0,4.0,2B,40,T3,1,1,,,,,0,0,136,15,4,FTP,SCB,,,
Niklas Sheely,214.0,279.0,Ethyn Williams,229.0,12.0,Sac,267,T3,1,6,,,,,1,0,136,15,4,FTP,SCB,,,
Supreme Asslord,363.0,888.0,Ethyn Williams,229.0,175.0,K,287,T3,2,2,,,,,0,0,136,15,4,FTP,SCB,,,
Arata Hightower,31.0,999.0,Filib Al'Anhar JR.,352.0,643.0,K,356,B3,0,0,,,,,0,0,137,15,4,SCB,FTP,,,
Jesse Kilgannon,87.0,848.0,Filib Al'Anhar JR.,352.0,307.0,LGO,459,B3,1,0,,,,,0,0,137,15,4,SCB,FTP,,,
Jumbo Dick,79.0,,Filib Al'Anhar JR.,352.0,,Auto K,,B3,2,0,,,,,0,0,137,15,4,SCB,FTP,,,
Jeff Dingerhitter,298.0,315.0,Ethyn Williams,229.0,343.0,HR,28,T4,0,0,,,,,1,1,138,15,4,FTP,SCB,,,
Chuck McCluster,296.0,831.0,Ethyn Williams,229.0,69.0,K,238,T4,0,0,,,,,0,0,138,15,4,FTP,SCB,,,
Dwayne Stevenson,334.0,651.0,Ethyn Williams,229.0,317.0,K,334,T4,1,0,,,,,0,0,138,15,4,FTP,SCB,,,
Charlie Bae Jr.,293.0,695.0,Ethyn Williams,229.0,235.0,LGO,460,T4,2,0,,,,,0,0,138,15,4,FTP,SCB,,,
Ethyn Williams,229.0,12.0,Filib Al'Anhar JR.,352.0,336.0,K,324,B4,0,0,,,,,0,0,139,15,4,SCB,FTP,,,
Cue Anon,381.0,675.0,Filib Al'Anhar JR.,352.0,398.0,K,277,B4,1,0,,,,,0,0,139,15,4,SCB,FTP,,,
Caleb Athen,325.0,432.0,Filib Al'Anhar JR.,352.0,830.0,PO,398,B4,2,0,,,,,0,0,139,15,4,SCB,FTP,,,
Sylvester Cinnamon,322.0,404.0,Ethyn Williams,229.0,1.0,PO,403,T5,0,0,,,,,0,0,140,15,4,FTP,SCB,,,
Filib Al'Anhar JR.,352.0,1.0,Ethyn Williams,229.0,987.0,HR,14,T5,1,0,,,,,1,1,140,15,4,FTP,SCB,,,
Caleb Aiken,324.0,356.0,Ethyn Williams,229.0,332.0,3B,24,T5,1,0,,,,,0,1,140,15,4,FTP,SCB,,,
Niklas Sheely,214.0,472.0,Ethyn Williams,229.0,12.0,RGO,460,T5,1,3,,,,,1,0,140,15,4,FTP,SCB,,,
Supreme Asslord,363.0,999.0,Ethyn Williams,229.0,643.0,K,356,T5,2,0,,,,,0,0,140,15,4,FTP,SCB,,,
Hank Murphy,76.0,220.0,Filib Al'Anhar JR.,352.0,779.0,LGO,441,B5,0,0,,,,,0,0,141,15,4,SCB,FTP,,,
Kevin Arianna,113.0,812.0,Filib Al'Anhar JR.,352.0,799.0,HR,13,B5,1,0,,,,,1,1,141,15,4,SCB,FTP,,,
J.J. Guemes,207.0,500.0,Filib Al'Anhar JR.,352.0,743.0,FO,243,B5,1,0,,,,,0,0,141,15,4,SCB,FTP,,,
Arata Hightower,31.0,463.0,Filib Al'Anhar JR.,352.0,356.0,1B,107,B5,2,0,,,,,0,1,141,15,4,SCB,FTP,,,
Jesse Kilgannon,87.0,907.0,Filib Al'Anhar JR.,352.0,801.0,1B,106,B5,2,1,,,,,0,1,141,15,4,SCB,FTP,,,
Jumbo Dick,79.0,749.0,Filib Al'Anhar JR.,352.0,694.0,2B,55,B5,2,4,,,,,2,0,141,15,4,SCB,FTP,,,
Ethyn Williams,229.0,692.0,Filib Al'Anhar JR.,352.0,514.0,FO,178,B5,2,6,,,,,0,0,141,15,4,SCB,FTP,,,
Jeff Dingerhitter,298.0,351.0,Ethyn Williams,229.0,273.0,2B,78,T6,0,0,,,,,0,1,142,15,4,FTP,SCB,,,
Chuck McCluster,296.0,317.0,Ethyn Williams,229.0,200.0,1B,117,T6,0,2,,,,,0,1,142,15,4,FTP,SCB,,,
Dwayne Stevenson,334.0,817.0,Ethyn Williams,229.0,499.0,K,318,T6,0,5,,,,,0,0,142,15,4,FTP,SCB,,,
Charlie Bae Jr.,293.0,220.0,Ethyn Williams,229.0,100.0,BB,120,T6,1,5,,,,,0,1,142,15,4,FTP,SCB,,,
Sylvester Cinnamon,322.0,625.0,Ethyn Williams,229.0,536.0,1B,89,T6,1,7,,,,,1,1,142,15,4,FTP,SCB,,,
Filib Al'Anhar JR.,352.0,888.0,Ethyn Williams,229.0,921.0,2B,33,T6,1,7,,,,,2,0,142,15,4,FTP,SCB,,,
Caleb Aiken,324.0,146.0,Ethyn Williams,229.0,345.0,Sac,199,T6,1,6,,,,,1,0,142,15,4,FTP,SCB,,,
Niklas Sheely,214.0,52.0,Ethyn Williams,229.0,621.0,RGO,431,T6,2,2,,,,,0,0,142,15,4,FTP,SCB,,,
Cue Anon,381.0,850.0,Filib Al'Anhar JR.,352.0,994.0,BB,144,B6,0,0,,,,,0,0,143,15,4,SCB,FTP,,,
Caleb Athen,325.0,256.0,Filib Al'Anhar JR.,352.0,424.0,FO,168,B6,0,1,,,,,0,0,143,15,4,SCB,FTP,,,
Hank Murphy,76.0,566.0,Filib Al'Anhar JR.,352.0,458.0,1B,108,B6,1,1,,,,,0,0,143,15,4,SCB,FTP,,,
Kevin Arianna,113.0,69.0,Filib Al'Anhar JR.,352.0,563.0,DP,464,B6,1,4,,,,,0,0,143,15,4,SCB,FTP,,,
Lane Drew,190.0,20.0,Whorpus Whiff,61.0,220.0,BB,200,T1,0,0,,,,,0,0,144,16,4,BAY,CCF,,,
Alexander Hamilton,347.0,495.0,Whorpus Whiff,61.0,940.0,DP,445,T1,0,1,,,,,0,0,144,16,4,BAY,CCF,,,
Hes Nahstee,443.0,345.0,Whorpus Whiff,61.0,550.0,FO,205,T1,2,0,,,,,0,0,144,16,4,BAY,CCF,,,
Chad Berry,172.0,453.0,Demetrios Ooga,180.0,731.0,FO,278,B1,0,0,,,,,0,0,145,16,4,CCF,BAY,,,
Chris Orosz,219.0,316.0,Demetrios Ooga,180.0,695.0,PO,379,B1,1,0,,,,,0,0,145,16,4,CCF,BAY,,,
Pike Miazza,221.0,619.0,Demetrios Ooga,180.0,197.0,RGO,422,B1,2,0,,,,,0,0,145,16,4,CCF,BAY,,,
Sunshine Pardue,315.0,634.0,Whorpus Whiff,61.0,640.0,HR,6,T2,0,0,,,,,1,1,146,16,4,BAY,CCF,,,
Goldie Jones,360.0,165.0,Whorpus Whiff,61.0,212.0,2B,47,T2,0,0,,,,,0,0,146,16,4,BAY,CCF,,,
Picov Andropov,340.0,888.0,Whorpus Whiff,61.0,220.0,K,332,T2,0,2,,,,,0,0,146,16,4,BAY,CCF,,,
Junior Biggins,313.0,560.0,Whorpus Whiff,61.0,700.0,BB,140,T2,1,2,,,,,0,0,146,16,4,BAY,CCF,,,
Two Fingers Fernhaus,447.0,72.0,Whorpus Whiff,61.0,350.0,K,278,T2,1,4,,,,,0,0,146,16,4,BAY,CCF,,,
Demetrios Ooga,180.0,,Whorpus Whiff,61.0,,Auto BB,,T2,2,4,,,,,0,0,146,16,4,BAY,CCF,,,
Lane Drew,190.0,600.0,Whorpus Whiff,61.0,220.0,K,380,T2,2,7,,,,,0,0,146,16,4,BAY,CCF,,,
BB Bambino Jr.,115.0,538.0,Demetrios Ooga,180.0,128.0,PO,410,B2,0,0,,,,,0,0,147,16,4,CCF,BAY,,,
Aych Imtiyaz,170.0,659.0,Demetrios Ooga,180.0,767.0,1B,108,B2,1,0,,,,,0,0,147,16,4,CCF,BAY,,,
Bear Thomas,57.0,347.0,Demetrios Ooga,180.0,946.0,DP,401,B2,1,1,,,,,0,0,147,16,4,CCF,BAY,,,
Alexander Hamilton,347.0,44.0,Whorpus Whiff,61.0,980.0,3B,64,T3,0,0,,,,,0,1,148,16,4,BAY,CCF,,,
Hes Nahstee,443.0,666.0,Whorpus Whiff,61.0,890.0,K,224,T3,0,3,,,,,0,0,148,16,4,BAY,CCF,,,
Sunshine Pardue,315.0,437.0,Whorpus Whiff,61.0,220.0,Sac,217,T3,1,3,,,,,1,0,148,16,4,BAY,CCF,,,
Goldie Jones,360.0,671.0,Whorpus Whiff,61.0,75.0,K,404,T3,2,0,,,,,0,0,148,16,4,BAY,CCF,,,
Sadler Oriole,231.0,9.0,Demetrios Ooga,180.0,143.0,1B,134,B3,0,0,,,,,0,1,149,16,4,CCF,BAY,,,
Todd Bonzalez II,169.0,721.0,Demetrios Ooga,180.0,792.0,2B,71,B3,0,1,,,,,0,1,149,16,4,CCF,BAY,,,
Forrest Saathoff,62.0,722.0,Demetrios Ooga,180.0,863.0,BB,141,B3,0,6,,,,,0,0,149,16,4,CCF,BAY,,,
Chad Berry,172.0,870.0,Demetrios Ooga,180.0,418.0,DP,452,B3,0,7,,,,,1,0,149,16,4,CCF,BAY,,,
Chris Orosz,219.0,380.0,Demetrios Ooga,180.0,341.0,3B,39,B3,2,3,,,,,1,0,149,16,4,CCF,BAY,,,
Pike Miazza,221.0,167.0,Demetrios Ooga,180.0,546.0,K,379,B3,2,3,,,,,0,0,149,16,4,CCF,BAY,,,
Picov Andropov,340.0,2.0,Whorpus Whiff,61.0,400.0,PO,398,T4,0,0,,,,,0,0,150,16,4,BAY,CCF,,,
Junior Biggins,313.0,985.0,Whorpus Whiff,61.0,220.0,BB,235,T4,1,0,,,,,0,1,150,16,4,BAY,CCF,,,
Two Fingers Fernhaus,447.0,222.0,Whorpus Whiff,61.0,424.0,K,202,T4,1,1,,,,,0,0,150,16,4,BAY,CCF,,,
Demetrios Ooga,180.0,70.0,Whorpus Whiff,61.0,890.0,BB,180,T4,2,1,,,,,0,0,150,16,4,BAY,CCF,,,
Lane Drew,190.0,150.0,Whorpus Whiff,61.0,23.0,1B,127,T4,2,4,,,,,1,0,150,16,4,BAY,CCF,,,
Alexander Hamilton,347.0,413.0,Whorpus Whiff,61.0,970.0,RGO,443,T4,2,7,,,,,0,0,150,16,4,BAY,CCF,,,
BB Bambino Jr.,115.0,1.0,Demetrios Ooga,180.0,81.0,2B,80,B4,0,0,,,,,0,0,151,16,4,CCF,BAY,,,
Aych Imtiyaz,170.0,486.0,Demetrios Ooga,180.0,105.0,PO,381,B4,0,2,,,,,0,0,151,16,4,CCF,BAY,,,
Bear Thomas,57.0,105.0,Demetrios Ooga,180.0,866.0,FO,239,B4,1,2,,,,,0,0,151,16,4,CCF,BAY,,,
Sadler Oriole,231.0,801.0,Giminy Schlimjim,188.0,171.0,PO,370,B4,2,2,,,,,0,0,151,16,4,CCF,BAY,,,
Rusty Shackleford,25.0,333.0,LaPrince Frye,45.0,602.0,PO,269,T1,0,0,,,,,0,0,152,17,5,BER,CIN,,,
Grigury Polinko,452.0,,LaPrince Frye,45.0,,Auto K,,T1,1,0,,,,,0,0,152,17,5,BER,CIN,,,
Jordan Peppers,18.0,46.0,LaPrince Frye,45.0,699.0,K,347,T1,2,0,,,,,0,0,152,17,5,BER,CIN,,,
Jericho Caulfield,36.0,701.0,Mac Aves,154.0,45.0,K,344,B1,0,0,,,,,0,0,153,17,5,CIN,BER,,,
Benjamin 'Benji' Bjorn,427.0,622.0,Mac Aves,154.0,678.0,2B,56,B1,1,0,,,,,0,0,153,17,5,CIN,BER,,,
Rich Mahogany,265.0,284.0,Mac Aves,154.0,515.0,K,231,B1,1,2,,,,,0,0,153,17,5,CIN,BER,,,
S. Jay Cutler,255.0,789.0,Mac Aves,154.0,515.0,K,274,B1,2,2,,,,,0,0,153,17,5,CIN,BER,,,
Triston Uzumaki,125.0,148.0,LaPrince Frye,45.0,876.0,K,272,T2,0,0,,,,,0,0,154,17,5,BER,CIN,,,
Robert Callahan,465.0,484.0,LaPrince Frye,45.0,122.0,K,362,T2,1,0,,,,,0,0,154,17,5,BER,CIN,,,
Rocco Rudnikov,114.0,720.0,LaPrince Frye,45.0,67.0,K,347,T2,2,0,,,,,0,0,154,17,5,BER,CIN,,,
Ovaltine Jenkins,404.0,736.0,Mac Aves,154.0,223.0,LGO,487,B2,0,0,,,,,0,0,155,17,5,CIN,BER,,,
Dallas Houston,416.0,224.0,Mac Aves,154.0,987.0,FO,237,B2,1,0,,,,,0,0,155,17,5,CIN,BER,,,
Penny Lane,716.0,666.0,Mac Aves,154.0,67.0,K,401,B2,2,0,,,,,0,0,155,17,5,CIN,BER,,,
Mattress Cadaire,116.0,318.0,LaPrince Frye,45.0,388.0,1B,70,T3,0,0,,,,,0,1,156,17,5,BER,CIN,,,
Meerkat Timmons,147.0,777.0,LaPrince Frye,45.0,772.0,HR,5,T3,0,1,,,,,2,1,156,17,5,BER,CIN,,,
Girth Brooks,161.0,858.0,LaPrince Frye,45.0,901.0,3B,43,T3,0,0,,,,,0,0,156,17,5,BER,CIN,,,
Rusty Shackleford,25.0,250.0,LaPrince Frye,45.0,895.0,K,355,T3,0,3,,,,,0,0,156,17,5,BER,CIN,,,
Grigury Polinko,452.0,300.0,LaPrince Frye,45.0,959.0,K,341,T3,1,3,,,,,0,0,156,17,5,BER,CIN,,,
Jordan Peppers,18.0,300.0,LaPrince Frye,45.0,152.0,BB,148,T3,2,3,,,,,0,0,156,17,5,BER,CIN,,,
Triston Uzumaki,125.0,738.0,LaPrince Frye,45.0,67.0,K,329,T3,2,5,,,,,0,0,156,17,5,BER,CIN,,,
Joe Random,415.0,331.0,Mac Aves,154.0,859.0,LGO,472,B3,0,0,,,,,0,0,157,17,5,CIN,BER,,,
Takahiro Hirasawa,419.0,756.0,Mac Aves,154.0,767.0,HR,11,B3,1,0,,,,,1,1,157,17,5,CIN,BER,,,
Jericho Caulfield,36.0,184.0,Mac Aves,154.0,767.0,K,417,B3,1,0,,,,,0,0,157,17,5,CIN,BER,,,
Benjamin 'Benji' Bjorn,427.0,240.0,Mac Aves,154.0,760.0,LGO,480,B3,2,0,,,,,0,0,157,17,5,CIN,BER,,,
Robert Callahan,465.0,348.0,LaPrince Frye,45.0,411.0,2B,63,T4,0,0,,,,,0,1,158,17,5,BER,CIN,,,
Rocco Rudnikov,114.0,835.0,LaPrince Frye,45.0,788.0,2B,47,T4,0,2,,,,,1,1,158,17,5,BER,CIN,,,
Mattress Cadaire,116.0,808.0,LaPrince Frye,45.0,707.0,1B,101,T4,0,2,,,,,0,1,158,17,5,BER,CIN,,,
Meerkat Timmons,147.0,77.0,LaPrince Frye,45.0,992.0,2B,85,T4,0,5,,,,,1,1,158,17,5,BER,CIN,,,
Girth Brooks,161.0,239.0,LaPrince Frye,45.0,811.0,RGO,428,T4,0,6,,,,,1,0,158,17,5,BER,CIN,,,
Rusty Shackleford,25.0,290.0,LaPrince Frye,45.0,468.0,BB,178,T4,1,3,,,,,0,0,158,17,5,BER,CIN,,,
Grigury Polinko,452.0,100.0,LaPrince Frye,45.0,503.0,PO,403,T4,1,5,,,,,0,0,158,17,5,BER,CIN,,,
Jordan Peppers,18.0,51.0,LaPrince Frye,45.0,121.0,1B,70,T4,2,5,,,,,1,0,158,17,5,BER,CIN,,,
Triston Uzumaki,125.0,,LaPrince Frye,45.0,,Auto BB,,T4,2,4,,,,,0,0,158,17,5,BER,CIN,,,
Robert Callahan,465.0,689.0,LaPrince Frye,45.0,131.0,RGO,442,T4,2,7,,,,,0,0,158,17,5,BER,CIN,,,
Rich Mahogany,265.0,346.0,Mac Aves,154.0,448.0,1B,102,B4,0,0,,,,,0,1,159,17,5,CIN,BER,,,
Rich Mahogany,265.0,247.0,Mac Aves,154.0,448.0,SB,201,B4,0,1,,,,,0,0,159,17,5,CIN,BER,,,
S. Jay Cutler,255.0,449.0,Mac Aves,154.0,987.0,RGO,462,B4,0,2,,,,,0,0,159,17,5,CIN,BER,,,
Ovaltine Jenkins,404.0,196.0,Mac Aves,154.0,120.0,1B,76,B4,1,3,,,,,1,1,159,17,5,CIN,BER,,,
Dallas Houston,416.0,256.0,Mac Aves,154.0,172.0,1B,84,B4,1,1,,,,,0,1,159,17,5,CIN,BER,,,
Penny Lane,716.0,666.0,Mac Aves,154.0,670.0,HR,4,B4,1,4,,,,,3,1,159,17,5,CIN,BER,,,
Joe Random,415.0,870.0,Mac Aves,154.0,670.0,FO,200,B4,1,0,,,,,0,0,159,17,5,CIN,BER,,,
Takahiro Hirasawa,419.0,,Mac Aves,154.0,,Auto BB,,B4,2,0,,,,,0,0,159,17,5,CIN,BER,,,
Jericho Caulfield,36.0,176.0,Mac Aves,154.0,875.0,K,301,B4,2,1,,,,,0,0,159,17,5,CIN,BER,,,
Rocco Rudnikov,114.0,108.0,LaPrince Frye,45.0,799.0,FO,309,T5,0,0,,,,,0,0,160,17,5,BER,CIN,,,
Mattress Cadaire,116.0,950.0,LaPrince Frye,45.0,211.0,FO,261,T5,1,0,,,,,0,0,160,17,5,BER,CIN,,,
Meerkat Timmons,147.0,507.0,LaPrince Frye,45.0,443.0,2B,64,T5,2,0,,,,,0,0,160,17,5,BER,CIN,,,
Girth Brooks,161.0,618.0,LaPrince Frye,45.0,32.0,PO,414,T5,2,2,,,,,0,0,160,17,5,BER,CIN,,,
Benjamin 'Benji' Bjorn,427.0,,Mac Aves,154.0,,Auto K,,B5,0,0,,,,,0,0,161,17,5,CIN,BER,,,
Rich Mahogany,265.0,814.0,Mac Aves,154.0,225.0,PO,411,B5,1,0,,,,,0,0,161,17,5,CIN,BER,,,
S. Jay Cutler,255.0,875.0,Mac Aves,154.0,550.0,K,325,B5,2,0,,,,,0,0,161,17,5,CIN,BER,,,
Rusty Shackleford,25.0,123.0,LaPrince Frye,45.0,877.0,FO,246,T6,0,0,,,,,0,0,162,17,5,BER,CIN,,,
Grigury Polinko,452.0,561.0,LaPrince Frye,45.0,798.0,BB,237,T6,1,0,,,,,0,0,162,17,5,BER,CIN,,,
Jordan Peppers,18.0,69.0,LaPrince Frye,45.0,602.0,DP,467,T6,1,1,,,,,0,0,162,17,5,BER,CIN,,,
Ovaltine Jenkins,404.0,284.0,Mac Aves,154.0,347.0,1B,63,B6,0,0,,,,,0,1,163,17,5,CIN,BER,,,
Dallas Houston,416.0,115.0,Mac Aves,154.0,119.0,HR,4,B6,0,1,,,,,2,1,163,17,5,CIN,BER,,,
Pete Jones,216.0,711.0,S.A.R. Dinka,395.0,953.0,FO,242,T1,0,0,,,,,0,0,164,18,5,CCF,TZS,,,
Chad Berry,172.0,659.0,S.A.R. Dinka,395.0,137.0,LGO,478,T1,1,0,,,,,0,0,164,18,5,CCF,TZS,,,
Dean Wesrey,67.0,501.0,S.A.R. Dinka,395.0,200.0,K,301,T1,2,0,,,,,0,0,164,18,5,CCF,TZS,,,
Jeffrey LaVert,189.0,200.0,Rickey Tucker,163.0,1.0,BB,199,B1,0,0,,,,,0,0,165,18,5,TZS,CCF,,,
Tommy Oldman,143.0,270.0,Rickey Tucker,163.0,599.0,K,329,B1,0,1,,,,,0,0,165,18,5,TZS,CCF,,,
Thomas Berry,446.0,600.0,Rickey Tucker,163.0,467.0,1B,133,B1,1,1,,,,,0,0,165,18,5,TZS,CCF,,,
Dart Ragusa,134.0,750.0,Rickey Tucker,163.0,222.0,DP,472,B1,1,4,,,,,0,0,165,18,5,TZS,CCF,,,
Chaz McDunnough,121.0,225.0,S.A.R. Dinka,395.0,542.0,K,317,T2,0,0,,,,,0,0,166,18,5,CCF,TZS,,,
Aych Imtiyaz,170.0,428.0,S.A.R. Dinka,395.0,864.0,RGO,436,T2,1,0,,,,,0,0,166,18,5,CCF,TZS,,,
Phil Coulson,226.0,628.0,S.A.R. Dinka,395.0,750.0,1B,122,T2,2,0,,,,,0,0,166,18,5,CCF,TZS,,,
Atlas Quin,58.0,768.0,S.A.R. Dinka,395.0,534.0,PO,234,T2,2,1,,,,,0,0,166,18,5,CCF,TZS,,,
Stephen Seconds,123.0,,Rickey Tucker,163.0,,Auto K,,B2,0,0,,,,,0,0,167,18,5,TZS,CCF,,,
Carlos Brownson,132.0,999.0,Rickey Tucker,163.0,847.0,BB,152,B2,1,0,,,,,0,1,167,18,5,TZS,CCF,,,
Slapshot Brady,141.0,989.0,Rickey Tucker,163.0,850.0,1B,139,B2,1,1,,,,,0,0,167,18,5,TZS,CCF,,,
Forrest Gleeson,51.0,525.0,Rickey Tucker,163.0,466.0,2B,59,B2,1,4,,,,,1,0,167,18,5,TZS,CCF,,,
Joey McCarty,390.0,300.0,Rickey Tucker,163.0,2.0,K,298,B2,1,6,,,,,0,0,167,18,5,TZS,CCF,,,
Jeffrey LaVert,189.0,650.0,Rickey Tucker,163.0,275.0,RGO,375,B2,2,6,,,,,0,0,167,18,5,TZS,CCF,,,
Rickey Tucker,163.0,839.0,S.A.R. Dinka,395.0,541.0,K,298,T3,0,0,,,,,0,0,168,18,5,CCF,TZS,,,
Bear Thomas,57.0,759.0,S.A.R. Dinka,395.0,398.0,PO,361,T3,1,0,,,,,0,0,168,18,5,CCF,TZS,,,
Pete Jones,216.0,119.0,S.A.R. Dinka,395.0,266.0,1B,147,T3,2,0,,,,,0,1,168,18,5,CCF,TZS,,,
Pete Jones,216.0,636.0,S.A.R. Dinka,395.0,832.0,SB,196,T3,2,1,,,,,0,0,168,18,5,CCF,TZS,,,
Chad Berry,172.0,318.0,S.A.R. Dinka,395.0,145.0,BB,173,T3,2,2,,,,,0,0,168,18,5,CCF,TZS,,,
Miroslav Radovicnovizicidivizcinicizivich,71.0,720.0,S.A.R. Dinka,395.0,600.0,1B,120,T3,2,4,,,,,1,0,168,18,5,CCF,TZS,,,
Chaz McDunnough,121.0,290.0,S.A.R. Dinka,395.0,597.0,K,307,T3,2,7,,,,,0,0,168,18,5,CCF,TZS,,,
Tommy Oldman,143.0,430.0,Rickey Tucker,163.0,764.0,K,334,B3,0,0,,,,,0,0,169,18,5,TZS,CCF,,,
Thomas Berry,446.0,879.0,Rickey Tucker,163.0,750.0,1B,129,B3,1,0,,,,,0,0,169,18,5,TZS,CCF,,,
Dart Ragusa,134.0,250.0,Rickey Tucker,163.0,12.0,K,238,B3,1,1,,,,,0,0,169,18,5,TZS,CCF,,,
Stephen Seconds,123.0,9.0,Rickey Tucker,163.0,250.0,FO,241,B3,2,1,,,,,0,0,169,18,5,TZS,CCF,,,
Aych Imtiyaz,170.0,620.0,S.A.R. Dinka,395.0,168.0,RGO,452,T4,0,0,,,,,0,0,170,18,5,CCF,TZS,,,
Phil Coulson,226.0,235.0,S.A.R. Dinka,395.0,326.0,1B,91,T4,1,0,,,,,0,0,170,18,5,CCF,TZS,,,
Atlas Quin,58.0,26.0,S.A.R. Dinka,395.0,412.0,DP,386,T4,1,1,,,,,0,0,170,18,5,CCF,TZS,,,
Carlos Brownson,132.0,675.0,Rickey Tucker,163.0,412.0,FO,263,B4,0,0,,,,,0,0,171,18,5,TZS,CCF,,,
Slapshot Brady,141.0,912.0,Rickey Tucker,163.0,121.0,FO,209,B4,1,0,,,,,0,0,171,18,5,TZS,CCF,,,
Forrest Gleeson,51.0,25.0,Rickey Tucker,163.0,121.0,1B,96,B4,2,0,,,,,0,0,171,18,5,TZS,CCF,,,
Joey McCarty,390.0,776.0,Rickey Tucker,163.0,599.0,FO,177,B4,2,1,,,,,0,0,171,18,5,TZS,CCF,,,
Rickey Tucker,163.0,311.0,S.A.R. Dinka,395.0,504.0,FO,193,T5,0,0,,,,,0,0,172,18,5,CCF,TZS,,,
Bear Thomas,57.0,247.0,S.A.R. Dinka,395.0,387.0,1B,140,T5,1,0,,,,,0,0,172,18,5,CCF,TZS,,,
Bear Thomas,57.0,750.0,S.A.R. Dinka,395.0,108.0,CS,358,T5,1,1,,,,,0,0,172,18,5,CCF,TZS,,,
Pete Jones,216.0,420.0,S.A.R. Dinka,395.0,822.0,PO,402,T5,2,0,,,,,0,0,172,18,5,CCF,TZS,,,
Jeffrey LaVert,189.0,275.0,Rickey Tucker,163.0,385.0,1B,110,B5,0,0,,,,,0,0,173,18,5,TZS,CCF,,,
Tommy Oldman,143.0,299.0,Rickey Tucker,163.0,888.0,PO,411,B5,0,1,,,,,0,0,173,18,5,TZS,CCF,,,
Thomas Berry,446.0,510.0,Rickey Tucker,163.0,1.0,DP,491,B5,1,1,,,,,0,0,173,18,5,TZS,CCF,,,
Geno Scaramucci,165.0,613.0,S.A.R. Dinka,395.0,777.0,1B,164,T6,0,0,,,,,0,0,174,18,5,CCF,TZS,,,
