ID,Season,Display Season,Team,Franchise,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,LO,SF,SH,GO,GIDP,GITP,SB 2B,SB 3B,SB Home,CS 2B,CS 3B,CS Home,SB,CS,1RHR,2RHR,3RHR,4RHR,H_RISP,AB_RISP,H,PA,AB,TB,TB+,G_list,G,R,RBI,Total Diff,Total Plays,RE24,WPA,WAR,0 Diffs,500 Diffs,Last Team,Last Session,nH,nTB,nBB,nFO,nSH,nPA,nAB,SF value,nSF,lgnH,lgnBB,lgnPA,lgnAB,lgnTB,lgnOBP,lgnSLG,BA,BARISP,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,K%,BB%,GB%,FB%,GB/FB,nOBP,nSLG,Avg Diff,Name,Batting Type,Pitching Type,Handedness,Position,OPS+
17,7,S7,STL,STL,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,2,0,1,{7005},1,0,0,837.0,3,-0.1826818357083816,0.2293,-0.0070877868475888,0,0,STL,2,0,0,1,0,0,3,2.0,0.0695364238410596,0.0,141,60,580,514.9238410596026,288,0.346551724137931,0.5593060119480152,0.0,,0.3333333333333333,0.0,0.3333333333333333,0.0,,,0.0,0.6666666666666666,0.3333333333333333,,,,0.3333333333333333,0.0,279.0,Haywood Jablome,BC,,Right,RF,-3.814262023217263
20,6,S6,SDP,SDP,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,5,3,0,2,"{6001, 6009}",2,1,0,1545.0,5,-0.91984126984127,-0.1264,-0.0754681893744393,0,0,SDP,3,0,0,2,0,0,5,3.0,0.0836120401337792,0.0,156,54,580,518.8929765886287,305,0.3620689655172414,0.5877898020612444,0.0,0.0,0.4,0.0,0.4,0.0,0.0,,0.0,0.2,0.4,1.0,0.0,inf,0.4,0.0,309.0,Q Kimbrel,TT,,Left,CF,10.476190476190483
20,7,S7,SDP,SDP,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,2,2,1,1,{7002},1,0,0,511.0,2,-0.0177690526527735,-0.028,0.0056766925502221,0,0,SDP,1,1,1,0,0,0,2,2.0,0.0695364238410596,0.0,141,60,580,514.9238410596026,288,0.346551724137931,0.5593060119480152,0.5,0.0,0.5,0.5,1.0,0.0,0.5,,0.0,0.0,0.0,1.0,0.0,inf,0.5,0.5,255.5,Q Kimbrel,TT,,Left,CF,133.67510714913288
20,9,S9,PHI,PHI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,{9001},1,0,0,151.0,1,-0.079734219269103,0.0235,-0.004280092903844,0,0,PHI,1,0,0,1,0,0,1,0.0,0.0372340425531914,0.0,137,51,539,485.0212765957447,254,0.3487940630797773,0.5236883663800667,,,1.0,,,,,,0.0,0.0,1.0,,,,1.0,,151.0,Q Kimbrel,TT,NH-S,Left,CF,
20,10,S10,PHI,PHI,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,1,3,3,1,1,{10243},1,1,0,665.0,3,0.6295918367346938,-0.0721,0.0732917545301833,0,0,PHI,1,1,1,0,1,0,3,2.9527145359019262,0.0472854640980735,0.0472854640980735,117,5,541,529.5218914185639,233,0.2255083179297597,0.4400195795036993,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.3386714116251483,221.66666666666663,Q Kimbrel,SF,,Right,CF,124.7815580593477
20,11,S11,PHI,PHI,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,2,5,4,3,4,"{11248, 11250, 11251}",3,1,0,1455.0,6,0.4884078418775195,0.008,0.0813422402928033,0,0,PHI,4,2,4,0,1,0,5,4.945422535211268,0.0545774647887323,0.0545774647887323,160,2,554,544.669014084507,350,0.2924187725631769,0.6425920897818808,0.5,,0.6,0.75,1.35,0.25,0.5,0.0,0.0,0.0,0.2,0.5,0.0,inf,0.4,0.8088287646849412,242.5,Q Kimbrel,WC,,Right,CF,162.65982797797207
22,7,S7,SFG,SFG,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,4.0,1,6,6,4,4,"{7002, 7005}",2,1,4,1548.0,6,1.9377561621627792,0.1139999999999999,0.2161364096627765,0,0,SFG,2,1,4,0,0,0,6,6.0,0.0695364238410596,0.0,141,60,580,514.9238410596026,288,0.346551724137931,0.5593060119480152,0.1666666666666666,0.25,0.1666666666666666,0.6666666666666666,0.8333333333333333,0.5,0.0,,0.1666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,inf,0.1666666666666666,0.6666666666666666,258.0,Snoop E. Dogg,XB,,Right,2B,67.2882025670031
22,10,S10,SFG,SFG,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,2,2,1,1,{10248},1,1,0,420.0,2,-0.6451127819548872,-0.0022,-0.057622897624346,0,0,SFG,2,1,1,0,0,0,2,2.0,0.0472854640980735,0.0,117,5,541,529.5218914185639,233,0.2255083179297597,0.4400195795036993,0.5,0.0,0.5,0.5,1.0,0.0,1.0,,0.0,0.5,0.0,,,,0.5,0.5,210.0,Snoop E. Dogg,BP,,Left,2B,235.35261864677545
23,2,S2,BOS,BOS,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,3,3,1,1,{2003},1,0,0,899.0,3,0.438235294117647,0.0069999999999999,0.0558611469666236,0,0,BOS,1,1,1,0,0,0,3,3.0,0.0316091954022988,0.0,79,33,342,305.9454022988506,145,0.327485380116959,0.4739407714921714,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,,0.0,0.3333333333333333,0.0,1.0,0.0,inf,0.3333333333333333,0.3333333333333333,299.6666666666667,Michael Vorhees,BN,,Left,C,72.11799067625464
24,4,S4,BOS,BOS,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1,3,3,2,2,{4004},1,0,1,806.0,3,-0.6133333333333335,-0.065,-0.0482730318257956,0,0,BOS,1,1,2,0,0,0,3,3.0,0.0682196339434276,0.0,154,52,583,524.5424292845258,324,0.353344768439108,0.6176812053925456,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,1.0,0.0,inf,0.3333333333333333,0.6666666666666666,268.6666666666667,Nate Lewis,BC,,Right,C,102.26711058433446
25,2,S2,BOS,BOS,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,1,0,1,{2003},1,0,0,385.0,2,-0.1596320346320347,0.006,-0.0079381250932975,0,0,BOS,1,0,0,1,1,0,2,0.9683908045977012,0.0316091954022988,0.0316091954022988,79,33,342,305.9454022988506,145,0.327485380116959,0.4739407714921714,0.0,,0.5,0.0,0.5,0.0,0.0,,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,192.5,Rusty Shackleford,BP,,Left,1B,52.678571428571445
25,4,S4,BOS,BOS,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,2.0,2,3,3,5,5,{4004},1,1,2,293.0,3,1.4302699055330637,0.2131,0.156087292060844,0,0,BOS,1,2,5,0,1,0,3,2.9317803660565724,0.0682196339434276,0.0682196339434276,154,52,583,524.5424292845258,324,0.353344768439108,0.6176812053925456,0.6666666666666666,0.5,0.6666666666666666,1.6666666666666667,2.333333333333333,1.0,0.5,,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.7054483541430192,97.66666666666669,Rusty Shackleford,HK,,Left,1B,364.7780844368093
26,2,S2,BOS,BOS,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,2,2,3,3,{2003},1,1,0,72.0,2,0.6786032594856124,0.1051,0.0758854043184671,0,0,BOS,1,2,3,0,0,0,2,2.0,0.0316091954022988,0.0,79,33,342,305.9454022988506,145,0.327485380116959,0.4739407714921714,1.0,,1.0,1.5,2.5,0.5,1.0,,0.0,0.0,0.0,,,,1.0,1.5,36.0,Ben Beezle,BC,,Right,2B,521.8523866145745
29,4,S4,BOS,BOS,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2,4,3,3,4,{4004},1,2,1,487.0,4,1.440342305868622,0.2225,0.1614479659302458,0,0,BOS,1,2,3,1,1,0,4,2.9317803660565724,0.0682196339434276,0.0682196339434276,154,52,583,524.5424292845258,324,0.353344768439108,0.6176812053925456,0.6666666666666666,1.0,0.75,1.0,1.75,0.3333333333333333,0.6666666666666666,,0.0,0.0,0.25,0.0,1.0,0.0,0.75,1.0232690124858117,121.75,Eric Leeder,SF,,Right,SS,277.92024872033795
32,2,S2,BOS,BOS,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,3,3,0,0,{2003},1,0,0,1249.0,3,-0.868097643097643,-0.0812,-0.0747721467549053,0,0,BOS,1,0,0,0,0,0,3,3.0,0.0316091954022988,0.0,79,33,342,305.9454022988506,145,0.327485380116959,0.4739407714921714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6666666666666666,0.0,1.0,0.0,inf,0.0,0.0,416.3333333333333,Larry Longshot,BN,,Right,CF,-100.0
33,2,S2,BOS,BOS,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,3,3,2,2,{2003},1,0,1,737.0,3,0.5259421950598422,0.0007,0.0646318370608431,0,0,BOS,1,1,2,0,1,0,3,2.968390804597701,0.0316091954022988,0.0316091954022988,79,33,342,305.9454022988506,145,0.327485380116959,0.4739407714921714,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.0,0.5,0.5,1.0,0.3333333333333333,0.6737657308809293,245.66666666666663,Oscar Vegas,BC,,Left,CF,143.94814710609012
33,4,S4,BOS,BOS,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,3,3,1,1,{4004},1,0,0,570.0,3,-0.5870338267706688,-0.0257999999999999,-0.0456430811695291,0,0,BOS,1,1,1,0,1,0,3,2.9317803660565724,0.0682196339434276,0.0682196339434276,154,52,583,524.5424292845258,324,0.353344768439108,0.6176812053925456,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.3410896708286038,190.0,Brian Zucchini,BC,,Left,CF,49.55755863493465
33,5,S5,MIN,MIN,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,2,2,1,1,{5003},1,0,0,568.0,2,0.4448979591836737,-0.0007,0.051531227622628,0,0,MIN,1,1,1,0,0,0,2,2.0,0.0659722222222222,0.0,135,51,558,499.875,269,0.3333333333333333,0.5381345336334084,0.5,,0.5,0.5,1.0,0.0,0.5,,0.0,0.0,0.0,1.0,0.0,inf,0.5,0.5,284.0,Brian Zucchini,BC,,Left,CF,142.91356877323418
34,4,S4,BOS,BOS,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,4,3,2,3,{4004},1,1,2,635.0,4,1.9435308385308383,0.0302999999999999,0.2117668191964674,0,0,BOS,1,1,2,0,3,0,4,3.795341098169717,0.0682196339434276,0.2046589018302828,154,52,583,524.5424292845258,324,0.353344768439108,0.6176812053925456,0.3333333333333333,1.0,0.5,0.6666666666666666,1.1666666666666663,0.3333333333333333,0.3333333333333333,,0.0,0.0,0.25,0.0,1.0,0.0,0.25,0.5269618588338448,158.75,Dixon Uraz,S,,Left,RF,56.06534495390871
34,9,S9,BOS,BOS,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,3,3,1,1,{9003},1,0,0,650.0,3,-0.2087151841868824,-0.0602,-0.0097915313494893,0,0,BOS,1,1,1,0,1,0,3,2.9627659574468086,0.0372340425531914,0.0372340425531914,137,51,539,485.0212765957447,254,0.3487940630797773,0.5236883663800667,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.3375224416517055,216.66666666666663,Dixon Uraz,WC,EG-H,Right,RF,60.018385937557504
34,10,S10,BOS,BOS,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,2,2,0,0,{10242},1,0,0,768.0,2,-0.418266516092603,-0.2117,-0.0349382710381176,0,0,BOS,1,0,0,0,0,0,2,2.0,0.0472854640980735,0.0,117,5,541,529.5218914185639,233,0.2255083179297597,0.4400195795036993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,384.0,Dixon Uraz,WC,,Left,RF,-100.0
34,11,S11,BOS,BOS,0,0,0,0,2,0,1,0,0,0,1,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,6,3,0,2,"{11241, 11245}",2,0,1,1776.0,6,-0.559624296590533,-0.0497,-0.0234609735540019,0,0,BOS,2,0,0,0,3,0,6,5.836267605633803,0.0545774647887323,0.1637323943661972,160,2,554,544.669014084507,350,0.2924187725631769,0.6425920897818808,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.0,0.3333333333333333,0.75,0.25,3.0,0.0,0.0,296.0,Dixon Uraz,WC,,Left,RF,-100.0
35,6,S6,MIN,MIN,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,2,0,0,{6008},1,0,0,910.0,2,-0.9444444444444444,-0.1323,-0.0878380694005694,0,0,MIN,2,0,0,0,0,0,2,2.0,0.0836120401337792,0.0,156,54,580,518.8929765886287,305,0.3620689655172414,0.5877898020612444,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,inf,0.0,0.0,455.0,Jeffrey Nolan,BP,,Right,RF,-100.0
36,4,S4,CIN,CIN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,{4001},1,0,0,161.0,1,0.3643724696356272,0.0109,0.0407906807994086,0,0,CIN,1,0,0,1,0,0,1,0.0,0.0682196339434276,0.0,154,52,583,524.5424292845258,324,0.353344768439108,0.6176812053925456,,,1.0,,,,,,0.0,0.0,1.0,,,,1.0,,161.0,Jericho Caulfield,WC,FP-H,Right,PH,
41,4,S4,CIN,CIN,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,2,2,0,0,{4001},1,0,0,640.0,2,-0.9823626373626374,-0.1276999999999999,-0.0895293960645719,0,0,CIN,1,0,0,0,1,0,2,1.9317803660565724,0.0682196339434276,0.0682196339434276,154,52,583,524.5424292845258,324,0.353344768439108,0.6176812053925456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,320.0,Thaddeus Gomorrah,BC,,Right,C,-100.0
41,9,S9,CIN,CIN,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,3,3,1,1,{9006},1,0,0,509.0,3,-0.6019541778975742,0.0371999999999999,-0.0491154307205585,0,0,CIN,2,1,1,0,1,0,3,2.9627659574468086,0.0372340425531914,0.0372340425531914,137,51,539,485.0212765957447,254,0.3487940630797773,0.5236883663800667,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.5,,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.3333333333333333,0.3375224416517055,169.66666666666666,Thaddeus Gomorrah,BC,,Right,C,60.018385937557504
42,2,S2,PIT,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,1,1,4,4,{2001},1,1,1,19.0,1,1.0,0.0853999999999999,0.1040125391849529,0,0,PIT,1,1,4,0,0,0,1,1.0,0.0316091954022988,0.0,79,33,342,305.9454022988506,145,0.327485380116959,0.4739407714921714,1.0,,1.0,4.0,5.0,3.0,,,1.0,0.0,0.0,,,,1.0,4.0,19.0,Viking Fishbird,BP,,Right,C,1049.3444595436272
45,4,S4,CIN,CIN,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3,3,0,0,{4001},1,0,0,1214.0,3,-0.7894736842105263,-0.0804999999999999,-0.0658870669135149,0,0,CIN,1,0,0,0,0,0,3,3.0,0.0682196339434276,0.0,154,52,583,524.5424292845258,324,0.353344768439108,0.6176812053925456,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.3333333333333333,0.0,0.5,0.0,inf,0.0,0.0,404.6666666666667,LaPrince Frye,BC,,Right,3B,-100.0
47,1,S1,PHI,PHI,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,2,2,2,2,{1001},1,1,0,242.0,2,0.3888888888888888,0.0489999999999999,0.0458392434988179,0,0,PHI,1,1,2,0,1,0,2,1.9574468085106385,0.0425531914893617,0.0425531914893617,12,4,47,42.53191489361702,22,0.3404255319148936,0.5172586293146574,0.5,,0.5,1.0,1.5,0.5,0.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0217391304347827,121.0,Ross Fire,BC,,Right,SS,244.40464426877472
47,2,S2,TEX,CLE,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,3,2,1,2,{2004},1,0,0,639.0,3,0.374915824915825,0.0305,0.0495292000464414,0,0,CLE,1,1,1,1,0,0,3,2.0,0.0316091954022988,0.0,79,33,342,305.9454022988506,145,0.327485380116959,0.4739407714921714,0.5,,0.6666666666666666,0.5,1.1666666666666663,0.0,0.5,,0.0,0.0,0.3333333333333333,1.0,0.0,inf,0.6666666666666666,0.5,213.0,Ross Fire,BC,,Right,SS,209.0698431572391
48,4,S4,CIN,CIN,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,3,2,0,1,{4001},1,1,0,641.0,3,-0.6137139887139887,0.0038,-0.0483110973638611,0,0,CIN,1,0,0,1,1,0,3,1.9317803660565724,0.0682196339434276,0.0682196339434276,154,52,583,524.5424292845258,324,0.353344768439108,0.6176812053925456,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,,0.0,0.0,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.0,213.66666666666663,Willow Briansdottir,WC,,Right,2B,-5.663430420711979
